trade_date,open,high,low,close,vol,amount
2024-10-31 00:00:00,4450.3675,4450.3675,3765.1615,3891.0396,5.13493E+11,9.68345E+12
2024-11-29 00:00:00,3882.4579,4200.908,3812.3179,3916.5832,5.13833E+11,9.7013E+12
2024-12-31 00:00:00,3909.7029,4098.3804,3899.7479,3934.9109,3.8891E+11,7.32826E+12
2025-01-27 00:00:00,3931.8155,3934.2034,3704.1073,3817.0802,2.74111E+11,5.29438E+12
2025-02-28 00:00:00,3844.6998,3995.9456,3785.162,3890.0487,3.3996E+11,7.11393E+12
2025-03-31 00:00:00,3899.6962,4025.299,3855.7254,3887.3056,3.26406E+11,6.22582E+12
2025-04-30 00:00:00,3892.7794,3905.2622,3514.1165,3770.5705,3.32839E+11,5.77174E+12
2025-05-30 00:00:00,3794.3757,3960.5228,3782.777,3840.2323,2.35176E+11,4.34382E+12
2025-06-30 00:00:00,3833.4584,3969.2626,3827.0829,3936.0791,2.83826E+11,5.21961E+12
2025-07-31 00:00:00,3935.9078,4185.2064,3924.7219,4075.5912,4.74944E+11,8.30186E+12
2025-08-29 00:00:00,4069.9254,4516.8395,4037.9378,4496.7591,5.1088E+11,1.09167E+13
2025-09-30 00:00:00,4516.8787,4647.5691,4327.5068,4640.6935,5.53069E+11,1.45849E+13
2025-10-31 00:00:00,4662.1133,4761.8339,4490.8661,4640.6676,4.45739E+11,1.06666E+13
2025-11-28 00:00:00,4636.7323,4707.1275,4421.8123,4526.6616,3.90629E+11,9.27605E+12
2025-12-31 00:00:00,4539.1877,4676.131,4484.27,4629.9395,3.9691E+11,9.8091E+12
2026-01-30 00:00:00,4661.616,4836.9549,4645.4706,4706.3401,6.01178E+11,1.47207E+13
2026-02-27 00:00:00,4674.2759,4766.5587,4578.2087,4710.6469,3.22946E+11,7.73629E+12
